uid,whisper_transcripts,gt_transcripts
LJ029-0097," And on their return to Dallas, drove over the route, which Sorrel's believed best suited for the proposed","and on their return to dallas drove over the route which sorrels believed best suited for the proposed motorcade.
"
LJ010-0211," The society was supposed to meet regularly, and its proceedings, together with the speeches made, were duly recorded.","the society was supposed to meet regularly, and its proceedings, together with the speeches made, were duly recorded.
"
LJ033-0129, Randall saw the bag fleetingly.,"misess randle saw the bag fleetingly
"
LJ035-0146, saw him walk through the clerical office on the second floor toward the door leading to the front stairway.,"saw him walk through the clerical office on the second floor toward the door leading to the front stairway.
"
LJ003-0266," one notorious character, while a prisoner awaiting transfer to the Hulk's.","one notorious character, while a prisoner awaiting transfer to the hulks,
"
LJ019-0203, but the condition of the great city jail was evidently considered a reproach by the city authorities and a year after the opening of the new model at Pentonville.,"but the condition of the great city jail was evidently considered a reproach by the city authorities, and a year after the opening of the new ""model"" at pentonville,
"
LJ002-0218," A committee of the House of Commons investigated the charges against Bambridge, who was proved to have connived at the escape of some debtors.","a committee of the house of commons investigated the charges against bambridge, who was proved to have connived at the escape of some debtors,
"
LJ002-0173, The land was proved to be of good character and the son of respectable parents.,"the lad was proved to be of good character and the son of respectable parents.
"
LJ019-0334," Under them, the governor or jailer was held strictly responsible.","under them the governor or jailer was held strictly responsible.
"
LJ001-0117," which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.","which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.
"
LJ017-0170," There is not absolute and complete evidence of his guilt.""","there is not absolute and complete evidence of his guilt. end quote.
"
LJ009-0223," but it was actually tried in two provincial towns, Leicester and Durham.","but it was actually tried in two provincial towns, leicester and durham.
"
LJ036-0040," in a later interview, Jones confirmed that he had exchanged words with a woman passenger on the bus during the ride south on","in a later interview, jones confirmed that he had exchanged words with a woman passenger on the bus during the ride south on marsalis.
"
LJ035-0128," If her rest of the time is correct, she reached the bottom of the stairs before truly and Baker started up.","if her estimate of time is correct, she reached the bottom of the stairs before truly and baker started up,
"
LJ044-0157," He requested the embassy to rush his wife's entrance visa because of the impending birth of the second child. But stated that, quote,","he requested the embassy to rush his wife's entrance visa because of the impending birth of the second child but stated that, quote,
"
LJ039-0133, Oswald's rifle practice outside the Marines.,"oswald's rifle practice outside the marines
"
LJ016-0203," He got besides half a crown for every man he flagged, and an allowance to provide cats or birch rods.","he got besides half-a-crown for every man he flogged, and an allowance to provide cats or birch rods.
"
LJ027-0126, Is it a worthy conception of deity that,"is it a worthy conception of deity that,
"
LJ022-0117, Our attack upon these enemies must be without stint and without discrimination.,"our attack upon these enemies must be without stint and without discrimination.
"
LJ010-0172," He saw Prince Albert return there from a visit to Woolwich, and then passed on to Constitution Hill.","he saw prince albert return there from a visit to woolwich, and then passed on to constitution hill,
"
LJ013-0265," was a piece of a woman's calico apron stained with blood, which he had used to save the pressure on his shoulder by the HUD.","was a piece of a woman's calico apron stained with blood, which he had used to save the pressure on his shoulder by the hod.
"
LJ034-0197," Who was one of the first witnesses to alert the police to the depository as the source of the shots, as has been discussed in chapter three.","who was one of the first witnesses to alert the police to the depository as the source of the shots, as has been discussed in chapter three.
"
LJ021-0025," and in many directions, the intervention of that organized control, which we call government.","and in many directions, the intervention of that organized control which we call government
"
LJ018-0052," But on the gallows, when the cap was over his eyes, and the rope had been adjusted round his neck, and within a second of the moment when he would be launched into eternity.","but on the gallows, when the cap was over his eyes and the rope had been adjusted round his neck, and within a second of the moment when he would be launched into eternity,
"
LJ040-0209," Well, I've got to live with her. I guess I love her.""","well i've got to live with her. i guess i love her, end quote.
"
LJ023-0099," in the case holding the New York minimum wage law unconstitutional, Justice Stone said,","in the case holding the new york minimum wage law unconstitutional, justice stone said
"
LJ011-0218, Spoke severely of the gross deception practiced upon an innocent girl and sentenced the brothers each to three years imprisonment.,"spoke severely of the gross deception practiced upon an innocent girl, and sentenced the brothers each to three years' imprisonment,
"
LJ021-0041, has been to clean up thoroughly on wholesome conditions in the field of investment.,"has been to clean up thoroughly unwholesome conditions in the field of investment.
"
LJ030-0046," and occupied by Secret Service agents, Sorrows and Lawson, and by Dallas County Sheriff, J.E. Decker.","and occupied by secret service agents sorrels and lawson and by dallas county sheriff j. e. decker.
"
LJ024-0059, It is the clear intention of our public policy to provide for a constant flow of new and younger blood into the judiciary.,"it is the clear intention of our public policy to provide for a constant flow of new and younger blood into the judiciary.
"
LJ012-0199, after a little.,"after a little
"
LJ027-0086," To the superficial observer, the bodies of animals of different classes seem to differ fundamentally in plan.","to the superficial observer the bodies of animals of different classes seem to differ fundamentally in plan,
"
LJ012-0282, This wrapped up in a silk anchorchief.,"this, wrapped up in a silk handkerchief,
"
LJ038-0042," Detective Bob K. Carroll, who was standing beside McDonald, seized the gun from him.","detective bob k. carroll, who was standing beside mcdonald, seized the gun from him.
"
LJ014-0254, This he did to an enormous extent.,"this he did to an enormous extent,
"
LJ015-0210, The gold packed in an iron-bound box was securely lodged in safes locked with patent chubs.,"the gold, packed in an iron-bound box, was securely lodged in safes locked with patent chubbs.
"
LJ035-0174, whereupon Barnett posted himself at the front door to make certain that no one left the building.,"where upon barnett posted himself at the front door to make certain that no one left the building.
"
LJ008-0002, I propose to return now to the subject of Newgate Executions.,"i propose to return now to the subject of newgate executions,
"
LJ038-0107," according to Fritz, Oswald sneered saying that they were fake photographs, that he had been photographed a number of times the day before by the police.","according to fritz, oswald sneered, saying that they were fake photographs, that he had been photographed a number of times the day before by the police,
"
LJ019-0052, Both systems came to us from the United States. The difference was really more in degree than in principle.,"both systems came to us from the united states. the difference was really more in degree than in principle,
"
LJ011-0240, No more curious instance of this ever occurred than the assault made by one Howard upon a Mr. Malay with intent to rob him.,"no more curious instance of this ever occurred than the assault made by one howard upon a mister mullay, with intent to rob him.
"
LJ021-0174, England has her peculiarities and we have ours.,"england has her peculiarities and we have ours
"
LJ006-0197," pitch in the hole, cribbage, dominoes, and common tossing, at which as much as four or five shillings would change hands in an hour.","pitch in the hole, cribbage, dominoes, and common tossing, at which as much as four or five shillings would change hands in an hour.
"
LJ011-0290," His first act was to send a messenger to stop the check and the order to Mr. Bell, his next to seek the help of the police.","his first act was to send a messenger to stop the cheque and the order to mister bell, his next to seek the help of the police.
"
LJ030-0167, Kennedy then heard a second shot and saw the president's skull torn open under the impact of the bullet.,"misess kennedy then heard a second shot and saw the president's skull torn open under the impact of the bullet.
"
LJ016-0223," Capital convicts go to the gallows in their own clothing and not in prison dress, unless the former is quite unfit to be worn.","capital convicts go to the gallows in their own clothing, and not in prison dress, unless the former is quite unfit to be worn.
"
LJ031-0224, with a sizable metal fragment lying just above the right eye.,"with a sizable metal fragment lying just above the right eye.
"
LJ034-0196, Another person who saw the assassin as the shots were fired was Amos L. Ewen's age fifteen.,"another person who saw the assassin as the shots were fired was amos l. euins, age fifteen,
"
LJ029-0081," The third possibility, the trademark, a handsome new building with all the necessary facilities, presented security problems. It had numerous entrances.","the third possibility, the trade mart, a handsome new building with all the necessary facilities, presented security problems. it had numerous entrances,
"
LJ035-0158," A blue jacket, later identified by Marina Oswald as her husband, was subsequently found in the building apparently left behind by Oswald.","a blue jacket, later identified by marina oswald as her husband's, was subsequently found in the building, apparently left behind by oswald.
"
LJ026-0164," these constitute a sort of extra mechanism, enabling green plants to make their own carbohydrate food.","these constitute a sort of extra mechanism, enabling green plants to make their own carbohydrate food.
"
LJ018-0089, Another case of law-continued successful forgery was brought to light two years after the convictions of Saul and his accomplices.,"another case of long-continued successful forgery was brought to light two years after the convictions of saward and his accomplices.
"
LJ037-0149, Courtland Cunningham of the Firearms Identification Unit of the FBI Laboratory testified,"cortlandt cunningham, of the firearms identification unit of the fbi laboratory, testified
"
LJ002-0092," the two yards were adjoining. That for the common side, much the largest.","the two yards were adjoining, that for the common side much the largest.
"
LJ043-0173, and the trail of evidence he left behind him on that occasion.,"and the trail of evidence he left behind him on that occasion.
"
LJ010-0160," None of the four going attempts were, however, so dastardly or determined, as that made by Oxford, upon our present gracious queen.","none of the foregoing attempts were, however, so dastardly or determined as that made by oxford upon our present gracious queen
"
LJ017-0088, Quantities of antimony were found in the body after death.,"quantities of antimony were found in the body after death.
"
LJ029-0147, Sorrows and Lawson reviewed the route in cooperation with Assistant Chief Bachelor and other Dallas police officials who took notes on the requirements,"sorrels and lawson reviewed the route in cooperation with assistant chief bachelor and other dallas police officials who took notes on the requirements
"
LJ005-0136, The want of sleeping cells long continue to cry in need.,"the want of sleeping cells long continued a crying need.
"
LJ050-0207," Although Chief Rowley does not complain about the pay scale for Secret Service agents,","although chief rowley does not complain about the pay scale for secret service agents,
"
LJ030-0035, organization of the,"organization of the motorcade
"
LJ002-0096, The eight cords above enumerated were well supplied with water.,"the eight courts above enumerated were well supplied with water;
"
LJ014-0339," Ask Davidson and Gordon, a firm with which coal was closely allied, whether the warrants meant goods or nothing.","asked davidson and gordon, a firm with which cole was closely allied, whether the warrants meant goods or nothing.
"
LJ028-0058," Apparently, he married Amrria, a daughter of the Median King.","early he married amuhia, a daughter of the medean king.
"
LJ048-0166," But on out of town trips, where the route is decided on and made public only a few days in advance,","but on out-of-town trips where the route is decided on and made public only a few days in advance,
"
LJ039-0211," Moreover, the defect was one which would have assisted the assassin aiming at a target which was moving away.","moreover, the defect was one which would have assisted the assassin aiming at a target which was moving away.
"
LJ019-0064, that their condition was more natural and approximated more nearly to that of daily life.,"that their condition was more natural, and approximated more nearly to that of daily life.
"
LJ002-0301," They were made to wash and swab the ward, or they were shut out from the ward fireplace and forbidden to pass a chalked line drawn on the floor.","they were made to wash and swab the ward, or they were shut out from the ward fireplace, and forbidden to pass a chalked line drawn on the floor,
"
LJ002-0106," In which laterally, a copper had been fixed for the cooking of provisions sent in by charitable persons.","in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
"
LJ013-0209," He was annoyed with his man for various small omissions and acts of forgetfulness, and on the night of the murder, had taken Kravassie to task rather sharply.","he was annoyed with his man for various small omissions and acts of forgetfulness, and on the night of the murder had taken courvoisier to task rather sharply.
"
LJ040-0044, Oswald apparently started reading about communism when he was about fifteen.,"oswald apparently started reading about communism when he was about fifteen.
"
LJ037-0249," Roberts, the housekeeper at Oswald's Runaes House, and the last person known to have seen him before he reached Tenth Street and Patton Avenue.","misess earlene roberts, the housekeeper at oswald's roominghouse and the last person known to have seen him before he reached tenth street and patton avenue,
"
LJ029-0187," On the evening of October, twenty-four, nineteen sixty-three, after addressing a meeting in Dallas.","on the evening of october twenty-four, nineteen sixty-three, after addressing a meeting in dallas,
"
LJ012-0194," But, Burk and Hare had their imitators further south.","but burke and hare had their imitators further south,
"
LJ032-0191," quote, put aside, and quote, after catching the fibers.","quote, put aside, end quote, after catching the fibers.
"
LJ043-0103," In any event, Oswald was discharged on April six, nineteen sixty-three, ostensibly because of his inefficiency and difficult personality.","in any event, oswald was discharged on april six, nineteen sixty-three, ostensibly because of his inefficiency and difficult personality.
"
LJ031-0074," quote, could have easily been hidden in the blood and hair.""","quote, could have easily been hidden in the blood and hair, end quote,
"
LJ046-0007, a president elect and a candidate for the presidency which narrowly failed.,"a president-elect, and a candidate for the presidency, which narrowly failed:
"
LJ031-0108," rubber tubes were inserted between the second and third ribs, tubes up to the right lung which had collapsed because of the opening in the chest wall.","rubber tubes were inserted between the second and third ribs to reexpand the right lung, which had collapsed because of the opening in the chest wall.
"
LJ012-0146," In the course of the trial, it came out that almost everyone concerned except the cast verse had endeavored to defraud his accomplices.","in the course of the trial it came out that almost every one concerned except the caspars had endeavored to defraud his accomplices.
"
LJ030-0128," From Main Street, the motorcade turned right and went north on Houston Street, passing tall buildings on the right.","from main street the motorcade turned right and went north on houston street, passing tall buildings on the right,
"
LJ015-0126, This offered him great facilities for the creation of artificial stock. It's sale from a fictitious holder and transfer to himself.,"this offered him great facilities for the creation of artificial stock, its sale from a fictitious holder, and transfer to himself.
"
LJ040-0181, they reflect a considerable amount of empowerment in the social and emotional areas.,"they reflect a considerable amount of impoverishment in the social and emotional areas.
"
LJ002-0059," those who had turned King's evidence, who safety might have been imperiled had they been lodged with the men against whom they had informed.","those who had turned king's evidence, whose safety might have been imperiled had they been lodged with the men against whom they had informed.
"
LJ028-0342, Thus was Babylon taken for the second time.,"thus was babylon taken for the second time.
"
LJ014-0050, while Calc Kraft adjusted the news.,"while calcraft adjusted the noose.
"
LJ018-0149," was then tracked to North Kent Terrace, New Cross, where a Mr and Mrs. Campbell resided.","buncher was then tracked to north kent terrace, new cross, where a mister and misess campbell resided,
"
LJ009-0075," all have sung the laventation of a sinner, and have seemed to pray, especially for those now awaiting the awful execution of the law.","all have sung 'the lamentation of a sinner,' and have seemed to pray 'especially for those now awaiting the awful execution of the law.'
"
LJ003-0341," by a new jail built on the outskirts as Holloway eventually was, and permitted itself to be all together countered.","by a new jail built on the outskirts, as holloway eventually was, and permitted itself to be altogether countered
"
LJ033-0156," Oswald's color print on the bottom of the paper bag indicated, of course, that he had handled the bag.","oswald's palmprint on the bottom of the paper bag indicated, of course, that he had handled the bag.
"
LJ011-0070," Afterwards, according to the common rumor, he went abroad and lived there for many years, but the story is not only wholly unsubstantiated.","afterwards, according to the common rumor, he went abroad and lived there for many years; but the story is not only wholly unsubstantiated,
"
LJ005-0286, Still under the borough corporations. The Commons Committee gave it as their opinion that they were in a deplorable state.,"still under the borough corporations. the commons' committee gave it as their opinion that they were in a deplorable state.
"
LJ040-0237, Authorities were finally forced to consider placement in a home for boys.,"authorities were finally forced to consider placement in a home for boys.
"
LJ044-0120," In a letter dated August twenty eight, nineteen sixty three, about whether he could quote continue to fight.","in a letter dated august twenty-eight, nineteen sixty-three, about whether he could, quote, continue to fight,
"
LJ001-0027," especially as regards the lower case letters. And type very similar was used during the next fifteen or twenty years, not only by chauffeur,","especially as regards the lower-case letters; and type very similar was used during the next fifteen or twenty years not only by schoeffer,
"
LJ046-0077," Under our system, measures must be sought to afford security without impeding the president's performance of his many functions.","under our system, measures must be sought to afford security without impeding the president's performance of his many functions.
"
LJ050-0096," I ask you to look into this case and take the necessary steps to repair the damage done to me and my family.""","i ask you to look into this case and take the necessary steps to repair the damage done to me and my family. end quote.
"
LJ016-0013," It was noticed that he was most anxious to receive a pair of shoes for which he had asked. And when they arrived, they were closely examined.","it was noticed that he was most anxious to receive a pair of shoes for which he had asked, and when they arrived they were closely examined.
"
LJ011-0045, The kindliness of the city authorities to Fondleroy was not limited to the assignment of a separate place of jurors.,"the kindliness of the city authorities to fauntleroy was not limited to the assignment of a separate place of durance.
"
LJ028-0033," There is a Hebrew tradition that it was the oldest of all cities, but now we know that great empires flourished and passed away before Babylon was built.","there is a hebrew tradition that it was the oldest of all cities, but now we know that great empires flourished and passed away before babylon was built.
"
LJ019-0106," His plan was to devote the whole labor of prisoners, sentenced to any term between three months and four years, to agriculture.","his plan was to devote the whole labor of prisoners sentenced to any term between three months and four years to agriculture.
"
LJ023-0135," In forty-five out of the forty-eight states of the Union, judges are chosen not for life, but for a period of years.","in forty-five out of the forty-eight states of the union, judges are chosen not for life but for a period of years.
"
LJ002-0209, How to make most profit out of the wretched denizens of the jail was the Marshall's only care. He got a rent for the coffee house and the bake house.,"how to make most profit out of the wretched denizens of the jail was the marshal's only care. he got a rent for the coffee-house and the bake-house;
"
LJ013-0258, The poor creature was never seen again alive.,"the poor creature was never seen again alive.
"
LJ019-0124, thinking perhaps that prisoners so well-disposed would cheerfully remain in jail of their own accord.,"thinking perhaps that prisoners so well disposed would cheerfully remain in jail of their own accord.
"
LJ003-0168," Ten and six pence a week more was charged as rent for a single bed. Where two or more slept in a bed, the rent was seven shillings a week each.","ten and sixpence a week more was charged as rent for a single bed; where two or more slept in a bed the rent was seven shillings a week each.
"
LJ006-0267, Yet many persons of notoriously loose life continually obtained egress.,"yet many persons of notoriously loose life continually obtained egress.
"
LJ026-0074," The gaseous matters, carbon dioxide, oxygen, nitrogen, enter the plant mainly by diffusion from the atmosphere.","the gaseous matters (carbon dioxide, oxygen, nitrogen) enter the plant mainly by diffusion from the atmosphere,
"
LJ041-0186, as some kind of tribunal.,"as some kind of tribunal,
"
LJ033-0002," Chapter four, the assassin, part two.","chapter four. the assassin: part two.
"
LJ018-0267," His uniform, good conduct, gained him release from Portland on ticket of leave in eighteen eighty two, just twenty years after his conviction.","his uniform good conduct gained him release from portland on ticket-of-leave in eighteen eighty-two, just twenty years after his conviction.
"
LJ011-0233, that thieves or depredators were idle or entirely unsuccessful.,"that thieves or depredators were idle or entirely unsuccessful.
"
LJ045-0195, onto the stem and freeway.,"onto the stemmons freeway.
"
LJ022-0017, The general good was at a discount.,"the general good was at a discount.
"
LJ011-0121," Suddenly, after being at the lowest depths, he emerged and was found by his friends, living in comfort in the Waterloo Road.","suddenly, after being at the lowest depths, he emerged, and was found by his friends living in comfort in the waterloo road.
"
LJ012-0172," Since the calamitous event he went on that happened at Hartford, I have been a lost man.","since the calamitous event,"" he went on, ""that happened at hertford, i have been a lost man.""
"
LJ042-0092, No evidence has been found that they used him for any particular propaganda or other political or informational purposes.,"no evidence has been found that they used him for any particular propaganda or other political or informational purposes.
"
LJ019-0325, the administrations of ministers of their own form of belief.,"the ministrations of ministers of their own form of belief.
"
LJ005-0209, through the bars of which quills or reeds were inserted and drink conveyed to the prisoners.,"through the bars of which quills or reeds were inserted, and drink conveyed to the prisoners.
"
LJ048-0157, Agent Lawson agreed that such a procedure would assist him and other agents in fulfilling their responsibilities as advance agents.,"agent lawson agreed that such a procedure would assist him and other agents in fulfilling their responsibilities as advance agents.
"
LJ005-0230, These justices were to inspect every part of the prison and examine into the state and condition of prisoners.,"these justices were to inspect every part of the prison, and examine into the state and condition of prisoners.
"
LJ020-0010, one heaping cup of sifted flour.,"one heaping cup of sifted flour.
"
LJ010-0299, caused much excitement at the time on account of the magnitude of the fraud and the seeming probity of the culprit.,"caused much excitement at the time on account of the magnitude of the fraud, and the seeming probity of the culprit.
"
LJ001-0094, were induced to cut punches for a series of old-style letters.,"were induced to cut punches for a series of ""old style"" letters.
"
LJ006-0080," by the inner gayson, himself a convicted prisoner and a wardsman or responsible head of a room.","by the inner gatesman, himself a convicted prisoner, and a ""wardsman"" or responsible head of a room.
"
LJ015-0290," The foragers always escaped detection, but fate overtook two of the gang.","the forgers always escaped detection. but fate overtook two of the gang,
"
LJ048-0257," and that their conduct, the night before, did not impede their actions on duty.","and that their conduct the night before did not impede their actions on duty
"
LJ031-0219," It was difficult to make a pattern at Meg, because loved little cuss cross file characters, radiated from the large defect.","but it was difficult to measure accurately because multiple crisscross fractures radiated from the large defect.
"
LJ017-0226, One half of the mute nears fell upon him unaware with hand spikes and taxis in bars.,"one half of the mutineers fell upon him unawares with handspikes and capstan-bars.
"
LJ033-0176, taken from the Texas Schoolbook depository shipping room on November twenty two nineteen sixty three.,"taken from the texas school book depository shipping room on november twenty-two, nineteen sixty-three.
"
LJ017-0210, The first case was that of the flowery land.,"the first case was that of the 'flowery land,'
"
LJ028-0004," and along the narrow winding lane, which was once called the street called straight.","and along the narrow winding lane which was once called the ""street called straight.""
"
LJ030-0245, I was pushed down by agent,"i was pushed down by agent youngblood.
"
LJ034-0055, was probably made within a day or a day and a half of the examination on November twenty-two.,"was probably made within a day or a day and a half of the examination on november twenty-two.
"
LJ021-0096, under the Abel and Energetic Leadership of General Johnson.,"under the able and energetic leadership of general johnson.
"
LJ021-0004," Tonight, I continue that report, though, because of the shortness of time I must defer a number of subjects to a later date.","tonight i continue that report, though, because of the shortness of time, i must defer a number of subjects to a later date.
"
LJ035-0122," Dirty took the elevator down from the fifth floor after German, Norman and Williams ran to the West Windows and were deciding what to do.","dougherty took the elevator down from the fifth floor after jarman, norman, and williams ran to the west windows and were deciding what to do.
"
LJ013-0089," Thither elder went alone, provided with a number of canvas and one large carpet bag.","thither elder went alone, provided with a number of canvas and one large carpet-bag.
"
LJ038-0068," cursing a little bit and hollering police brutality.""","cursing a little bit and hollering police brutality, end quote.
"
LJ037-0203, s and w special two inch commando serial number v five one zero two one zero and quote,"s and w special two-inch commando, serial number v five one zero two one zero, end quote,
"
LJ044-0187," A person like him, Oswald, in place of aiding the Cuban Revolution, was doing it harm.""","a person like him (oswald) in place of aiding the cuban revolution, was doing it harm, end quote.
"
LJ019-0384, The Home Secretary and that administration.,"the home secretary in that administration,
"
LJ022-0170," Not wholly business recovery, but the general economic recovery of the nation will be greatly stimulated by the enactment of legislation.","not only business recovery, but the general economic recovery of the nation will be greatly stimulated by the enactment of legislation
"
LJ014-0055," Next year, John Gleason Wilson at Liverpool murdered a woman and Henrichson, also a maid servant and two children.","next year john gleeson wilson, at liverpool, murdered a woman, ann henrichson, also a maidservant and two children;
"
LJ025-0144, one of which is able to affect the other by means of the communication so established.,"one of which is able to affect the other by means of the communication so established.
"
LJ033-0126, that the width was approximately the same.,"that the width was approximately the same.
"
LJ035-0170," He then returned to the corner of Eleman Houston, where he met a sergeant who instructed him to find out the name of the building.","he then returned to the corner of elm and houston where he met a sergeant who instructed him to find out the name of the building.
"
LJ017-0174," She was tried in April, eighteen sixty-two, on suspicion of having attempted to poison a neighbor with oil of vitriol.","she was tried in april eighteen sixty-two on suspicion of having attempted to poison a neighbor with oil of vitriol.
"
LJ045-0066, Oswald struck his wife on occasion.,"oswald struck his wife on occasion,
"
LJ044-0138, It would not have been possible to have followed Arnold Johnson's advice to remain in the background.,"it would not have been possible to have followed arnold johnson's advice to remain in the background,
"
LJ049-0064, because the variations possible preclude effective planning.,"because the variations possible preclude effective planning.
"
LJ022-0025, but that it is being done in spite of the few who seek to confuse them and to profit by their confusion.,"but that it is being done in spite of the few who seek to confuse them and to profit by their confusion.
"
LJ012-0243, There were many features of resemblance in these crimes.,"there were many features of resemblance in these crimes.
"
LJ011-0113," He met his death with unshaken firmness, only in treating that a certain blue handkerchief","he met his death with unshaken firmness, only entreating that a certain blue handkerchief,
"
LJ050-0238, which represents a departure from its prior practice.,"which represents a departure from its prior practice.
"
LJ034-0022, Testified that twenty identifiable fingerprints and eight fingerprints were developed on these cartons.,"testified that twenty identifiable fingerprints and eight palmprints were developed on these cartons.
"
LJ010-0070," Followed the profession of arms, first in the British service, and then in that of the French Revolutionary Government.","followed the profession of arms, first in the british service, and then in that of the french revolutionary government.
"
LJ009-0091, The young stealer in a dwelling house no longer has the least pretense to bravery. He grasps the back of the pew.,"the young stealer in a dwelling-house no longer has the least pretense to bravery. he grasps the back of the pew,
"
LJ047-0226, and never realized that the motorcade would pass the Texas Schoolbook Depository Building.,"and never realized that the motorcade would pass the texas school book depository building.
"
LJ019-0224," With the reduction of numbers to be accommodated, there was ample space in new gate for its reconstruction on the most approved modern lines.","with the reduction of numbers to be accommodated, there was ample space in newgate for its reconstruction on the most approved modern lines.
"
LJ047-0242," testified that Hostie said also that the FBI had information that Oswald was, quote, capable of committing this assassination, end quote.","revill testified that hosty said also that the fbi had information that oswald was, quote, capable of committing this assassination, end quote.
"
LJ036-0084," Craig also claimed that when Fritz pointed out to Oswald that Craig had identified him,","craig also claimed that when fritz pointed out to oswald that craig had identified him,
"
LJ038-0119, The arresting officers found a forged selective service card with a picture of Oswald and the name Alec J.,"the arresting officers found a forged selective service card with a picture of oswald and the name ""alek j. hidell""
"
LJ030-0086, Vice Presidential Car.,"vice-presidential car.
"
LJ043-0091, He was not able to produce photographic work.,"he was not able to produce photographic work
"
LJ027-0149," that the phases of development presented by the individual organism would follow. In their main outlines, those phases of development","that the phases of development presented by the individual organism would follow, in their main outlines, those phases of development
"
LJ025-0137," but it suggests a suspicion of their identity, which needs careful testing.","but it suggests a suspicion of their identity which needs careful testing.
"
LJ042-0141," She added that while he helped her as he had done before, he became more of a recluse.","she added that while he helped her as he had done before, he became more of a recluse, that, quote,
"
LJ028-0434," The large high mound, which resembles a mountain from a distance, still bears the ancient name Babel.","the large high mound, which resembles a mountain from a distance, still bears the ancient name babel.
"
LJ016-0233, in his own profession.,"in his own profession
"
LJ022-0070," Provision for Social Security, however, are protections for the future.","provisions for social security, however, are protections for the future.
"
LJ050-0033, The commission emphasizes that it finds no causal connection between the assassination.,"the commission emphasizes that it finds no causal connection between the assassination
"
LJ016-0090," Taking advantage of being unobserved, he got out through the roof onto the leads and traveled along them towards number one Newgate Street.","taking advantage of being unobserved, he got out through the roof on to the leads, and traveled along them towards number one, newgate street.
"
LJ006-0118, He made collections when it suited him for award purposes to be spent as heat shows in candles and so forth.,"he made collections when it suited him for ward purposes, to be spent as he chose, in candles and so forth.
"
LJ048-0164," For the inauguration and certain other parades in Washington where the traditional route is known to the public long in advance of the event,","for the inauguration and certain other parades in washington where the traditional route is known to the public long in advance of the event,
"
LJ042-0172," must have as its nucleus, the traditional ideological best of both systems and yet be utterly opposed to both systems.","must have as its nucleus the traditional ideological best of both systems, and yet be utterly opposed to both systems.
"
LJ011-0048," Wherefore let him that thinketh he standeth, take heed, lest he fall, and was full of the most pointed illusions to the culprit.","wherefore let him that thinketh he standeth take heed lest he fall,"" and was full of the most pointed allusions to the culprit.
"
LJ043-0043," When they arrived from the Soviet Union, Oswald and his family lived at first with his brother, Robert.","when they arrived from the soviet union, oswald and his family lived at first with his brother robert.
"
LJ041-0179," that he never heard Oswald express a desire personally to take part in the elimination of injustices anywhere in the world, and that he quote","that he never heard oswald express a desire personally to take part in the elimination of injustices anywhere in the world and that he, quote,
"
LJ013-0113, Robberies as daring in conception as they were boldly executed were common enough.,"robberies as daring in conception as they were boldly executed were common enough.
"
LJ027-0011, It is more over true that all living forms are but series of modifications and extensions of one single plan of structure.,"it is, moreover, true that all living forms are but series of modifications and extensions of one single plan of structure.
"
LJ016-0161," Having carefully spread out a blanket on the floor just below the hammock as it lay suspended,","having carefully spread out a blanket on the floor just below the hammock as it lay suspended,
"
LJ036-0153, The elapsed time of the reconstructed run from the Greyhound bus station to Neely and Beckley was five minutes and thirty seconds by stopwatch.,"the elapsed time of the reconstructed run from the greyhound bus station to neely and beckley was five minutes and thirty seconds by stopwatch.
"
LJ034-0210," the picture which gave rise to these allegations, was taken by associated press photographer James W.","the picture which gave rise to these allegations was taken by associated press photographer james w. altgens,
"
LJ046-0123," bizarre reasons, or by writing, or in some other way attempting to communicate with him in a threatening or abusive manner.","for bizarre reasons or by writing or in some other way attempting to communicate with him in a threatening or abusive manner
"
LJ035-0127," Down the rear stairs to the first floor, where she encountered two depository employees, William Shelley and Billy.","down the rear stairs to the first floor, where she encountered two depository employees -- william shelley and billy lovelady.
"
LJ027-0083," For such a series of facts, the reader must be referred to special books, like Wei Xuanyan's Comparative Anatomy of the Vertibritz.","for such a series of facts the reader must be referred to special books like wiedersheim's ""comparative anatomy of the vertebrates,""
"
LJ003-0269, and offered him half the booty if he would give full information as to the transactions and correspondence of his late employers.,"and offered him half the booty if he would give full information as to the transactions and correspondence of his late employers.
"
LJ018-0346," Henry Wainwright's attempt to get rid of the body was ingenious, but not original.","henry wainwright's attempt to get rid of the body was ingenious, but not original,
"
LJ045-0006, and which received publicity there prior to the assassination.,"and which received publicity there prior to the assassination.
"
LJ005-0134," In twenty-two county jails, there were one thousand sixty-three sleeping cells in all in eighteen twenty-three.","in twenty-two county jails there were one thousand sixty-three sleeping cells in all (in eighteen twenty-three)
"
LJ001-0040," and is very simple and legible and unaffected designed for use, but it is by no means without beauty.","and is very simple and legible, and unaffectedly designed for use; but it is by no means without beauty.
"
LJ005-0037, It's sought to obtain and diffuse useful information.,"it sought to obtain and diffuse useful information
"
LJ028-0384, So Babylon was buried and forgotten.,"so babylon was buried and forgotten.
"
LJ043-0018," he was offensive with the people. And I can understand why, because that hurt him.","he was offensive with the people. and i can understand why, because that hurt him.
"
LJ019-0091, were mere matters of chance and decided according to the views of the local magistracy.,"were mere matters of chance, and decided according to the views of the local magistracy.
"
